Date time,Automatic Weather Station,Grass Temperature(degree Celsius)
202406010600,Ta Kwu Ling,25.9
202406010600,Tai Mo Shan,21.7
202406010600,King's Park,24.9
202406010610,Ta Kwu Ling,25.9
202406010610,King's Park,25.0
202406010610,Tai Mo Shan,21.9
202406010620,Ta Kwu Ling,25.9
202406010620,King's Park,25.2
202406010620,Tai Mo Shan,21.9
202406010630,King's Park,25.4
202406010630,Ta Kwu Ling,26.0
202406010630,Tai Mo Shan,22.1
202406010640,Ta Kwu Ling,26.1
202406010640,Tai Mo Shan,22.1
202406010640,King's Park,25.5
202406010650,Ta Kwu Ling,26.1
202406010650,Tai Mo Shan,22.2
202406010650,King's Park,25.6
202406010700,King's Park,25.5
202406010700,Ta Kwu Ling,26.2
202406010700,Tai Mo Shan,22.3
202406010710,Ta Kwu Ling,26.2
202406010710,King's Park,25.8
202406010710,Tai Mo Shan,22.2
202406010720,King's Park,25.8
202406010720,Tai Mo Shan,22.2
202406010720,Ta Kwu Ling,26.3
202406010730,Tai Mo Shan,22.3
202406010730,King's Park,25.8
202406010730,Ta Kwu Ling,26.4
202406010740,Tai Mo Shan,22.3
202406010740,Ta Kwu Ling,26.5
202406010740,King's Park,26.0
202406010750,Tai Mo Shan,22.3
202406010750,Ta Kwu Ling,26.5
202406010750,King's Park,25.9
202406010800,Tai Mo Shan,22.3
202406010800,Ta Kwu Ling,26.6
202406010800,King's Park,25.9
202406010810,Tai Mo Shan,
202406010810,Ta Kwu Ling,
202406010810,King's Park,
202406010820,Ta Kwu Ling,
202406010820,Tai Mo Shan,
202406010820,King's Park,
202406010830,Ta Kwu Ling,
202406010830,Tai Mo Shan,
202406010830,King's Park,
202406010840,King's Park,
202406010840,Ta Kwu Ling,
202406010840,Tai Mo Shan,
202406010850,Ta Kwu Ling,
202406010850,Tai Mo Shan,
202406010850,King's Park,
202406010900,Tai Mo Shan,
202406010900,King's Park,
202406010900,Ta Kwu Ling,
202406010910,Ta Kwu Ling,
202406010910,King's Park,
202406010910,Tai Mo Shan,
202406010920,Tai Mo Shan,
202406010920,Ta Kwu Ling,
202406010920,King's Park,
202406010930,Tai Mo Shan,
202406010930,King's Park,
202406010930,Ta Kwu Ling,
202406010940,King's Park,
202406010940,Tai Mo Shan,
202406010940,Ta Kwu Ling,
202406010950,King's Park,
202406010950,Ta Kwu Ling,
202406010950,Tai Mo Shan,
202406011000,Tai Mo Shan,
202406011000,Ta Kwu Ling,
202406011000,King's Park,
202406011010,King's Park,
202406011010,Ta Kwu Ling,
202406011010,Tai Mo Shan,
202406011020,Tai Mo Shan,
202406011020,Ta Kwu Ling,
202406011020,King's Park,
202406011030,Tai Mo Shan,
202406011030,King's Park,
202406011030,Ta Kwu Ling,
202406011040,Tai Mo Shan,
202406011040,King's Park,
202406011040,Ta Kwu Ling,
202406011050,Tai Mo Shan,
202406011050,Ta Kwu Ling,
202406011050,King's Park,
202406011100,King's Park,
202406011100,Tai Mo Shan,
202406011100,Ta Kwu Ling,
202406011110,King's Park,
202406011110,Ta Kwu Ling,
202406011110,Tai Mo Shan,
202406011120,Tai Mo Shan,
202406011120,Ta Kwu Ling,
202406011120,King's Park,
202406011130,Ta Kwu Ling,
202406011130,Tai Mo Shan,
202406011130,King's Park,
202406011140,King's Park,
202406011140,Ta Kwu Ling,
202406011140,Tai Mo Shan,
202406011150,King's Park,
202406011150,Ta Kwu Ling,
202406011150,Tai Mo Shan,
202406011200,King's Park,
202406011200,Ta Kwu Ling,
202406011200,Tai Mo Shan,
202406011210,Tai Mo Shan,
202406011210,King's Park,
202406011210,Ta Kwu Ling,
202406011220,Ta Kwu Ling,
202406011220,Tai Mo Shan,
202406011220,King's Park,
202406011230,Tai Mo Shan,
202406011230,Ta Kwu Ling,
202406011230,King's Park,
202406011240,King's Park,
202406011240,Ta Kwu Ling,
202406011240,Tai Mo Shan,
202406011250,Tai Mo Shan,
202406011250,Ta Kwu Ling,
202406011250,King's Park,
202406011300,Tai Mo Shan,
202406011300,King's Park,
202406011300,Ta Kwu Ling,
202406011310,Tai Mo Shan,
202406011310,Ta Kwu Ling,
202406011310,King's Park,
202406011320,Tai Mo Shan,
202406011320,Ta Kwu Ling,
202406011320,King's Park,
202406011330,Tai Mo Shan,
202406011330,Ta Kwu Ling,
202406011330,King's Park,
202406011340,Tai Mo Shan,
202406011340,Ta Kwu Ling,
202406011340,King's Park,
202406011350,Tai Mo Shan,
202406011350,King's Park,
202406011350,Ta Kwu Ling,
202406011400,King's Park,
202406011400,Ta Kwu Ling,
202406011400,Tai Mo Shan,
202406011410,King's Park,
202406011410,Ta Kwu Ling,
202406011410,Tai Mo Shan,
202406011420,Tai Mo Shan,
202406011420,Ta Kwu Ling,
202406011420,King's Park,
202406011430,Ta Kwu Ling,
202406011430,King's Park,
202406011430,Tai Mo Shan,
202406011440,Tai Mo Shan,
202406011440,Ta Kwu Ling,
202406011440,King's Park,
202406011450,Tai Mo Shan,
202406011450,Ta Kwu Ling,
202406011450,King's Park,
202406011500,Tai Mo Shan,
202406011500,Ta Kwu Ling,
202406011500,King's Park,
202406011510,Ta Kwu Ling,
202406011510,Tai Mo Shan,
202406011510,King's Park,
202406011520,King's Park,
202406011520,Ta Kwu Ling,
202406011520,Tai Mo Shan,
202406011530,Ta Kwu Ling,
202406011530,King's Park,
202406011530,Tai Mo Shan,
202406011540,Tai Mo Shan,
202406011540,Ta Kwu Ling,
202406011540,King's Park,
202406011550,Tai Mo Shan,
202406011550,Ta Kwu Ling,
202406011550,King's Park,
202406011600,King's Park,
202406011600,Ta Kwu Ling,
202406011600,Tai Mo Shan,
202406011610,Tai Mo Shan,
202406011610,King's Park,
202406011610,Ta Kwu Ling,
202406011620,King's Park,
202406011620,Tai Mo Shan,
202406011620,Ta Kwu Ling,
202406011630,King's Park,
202406011630,Ta Kwu Ling,
202406011630,Tai Mo Shan,
202406011640,Ta Kwu Ling,
202406011640,Tai Mo Shan,
202406011640,King's Park,
202406011650,Tai Mo Shan,
202406011650,King's Park,
202406011650,Ta Kwu Ling,
202406011700,Tai Mo Shan,21.6
202406011700,King's Park,26.3
202406011700,Ta Kwu Ling,26.6
202406011710,Tai Mo Shan,21.6
202406011710,King's Park,26.4
202406011710,Ta Kwu Ling,26.5
202406011720,Tai Mo Shan,21.5
202406011720,Ta Kwu Ling,26.3
202406011720,King's Park,26.2
202406011730,King's Park,26.1
202406011730,Ta Kwu Ling,26.3
202406011730,Tai Mo Shan,21.4
202406011740,Tai Mo Shan,21.4
202406011740,Ta Kwu Ling,26.2
202406011740,King's Park,26.0
202406011750,Tai Mo Shan,21.4
202406011750,King's Park,26.0
202406011750,Ta Kwu Ling,26.2
202406011800,Tai Mo Shan,21.2
202406011800,King's Park,25.8
202406011800,Ta Kwu Ling,26.2
202406011810,Tai Mo Shan,21.1
202406011810,Ta Kwu Ling,26.1
202406011810,King's Park,25.7
202406011820,Ta Kwu Ling,25.9
202406011820,Tai Mo Shan,20.9
202406011820,King's Park,25.5
202406011830,King's Park,25.5
202406011830,Ta Kwu Ling,25.7
202406011830,Tai Mo Shan,20.9
202406011840,Tai Mo Shan,20.9
202406011840,Ta Kwu Ling,25.6
202406011840,King's Park,25.6
202406011850,King's Park,25.4
202406011850,Tai Mo Shan,20.9
202406011850,Ta Kwu Ling,25.4
202406011900,King's Park,25.4
202406011900,Ta Kwu Ling,25.4
202406011900,Tai Mo Shan,20.9
202406011910,Tai Mo Shan,20.9
202406011910,Ta Kwu Ling,25.2
202406011910,King's Park,25.5
202406011920,Tai Mo Shan,21.0
202406011920,King's Park,25.4
202406011920,Ta Kwu Ling,25.1
202406011930,Ta Kwu Ling,25.1
202406011930,King's Park,25.4
202406011930,Tai Mo Shan,21.0
202406011940,Ta Kwu Ling,25.1
202406011940,Tai Mo Shan,21.0
202406011940,King's Park,25.3
202406011950,King's Park,25.3
202406011950,Tai Mo Shan,20.9
202406011950,Ta Kwu Ling,25.2
202406012000,Tai Mo Shan,20.6
202406012000,Ta Kwu Ling,25.2
202406012000,King's Park,25.4
202406012010,Tai Mo Shan,20.6
202406012010,King's Park,25.2
202406012010,Ta Kwu Ling,25.2
202406012020,Tai Mo Shan,20.6
202406012020,Ta Kwu Ling,25.2
202406012020,King's Park,25.3
202406012030,King's Park,25.1
202406012030,Tai Mo Shan,20.6
202406012030,Ta Kwu Ling,25.2
202406012040,King's Park,25.2
202406012040,Tai Mo Shan,20.6
202406012040,Ta Kwu Ling,25.3
202406012050,Tai Mo Shan,20.6
202406012050,Ta Kwu Ling,25.3
202406012050,King's Park,25.2
202406012100,Tai Mo Shan,20.6
202406012100,Ta Kwu Ling,25.2
202406012100,King's Park,25.2
202406012110,King's Park,25.2
202406012110,Ta Kwu Ling,25.3
202406012110,Tai Mo Shan,20.6
202406012120,Tai Mo Shan,20.7
202406012120,Ta Kwu Ling,25.3
202406012120,King's Park,25.2
202406012130,Tai Mo Shan,20.8
202406012130,Ta Kwu Ling,25.4
202406012130,King's Park,25.2
202406012140,Tai Mo Shan,20.9
202406012140,King's Park,25.1
202406012140,Ta Kwu Ling,25.4
202406012150,King's Park,25.0
202406012150,Tai Mo Shan,20.9
202406012150,Ta Kwu Ling,25.4
202406012200,King's Park,24.9
202406012200,Ta Kwu Ling,25.5
202406012200,Tai Mo Shan,20.8
202406012210,King's Park,24.9
202406012210,Ta Kwu Ling,25.5
202406012210,Tai Mo Shan,20.8
202406012220,Tai Mo Shan,20.9
202406012220,King's Park,24.9
202406012220,Ta Kwu Ling,25.6
202406012230,Tai Mo Shan,20.8
202406012230,King's Park,24.7
202406012230,Ta Kwu Ling,25.6
202406012240,Tai Mo Shan,20.9
202406012240,Ta Kwu Ling,25.6
202406012240,King's Park,24.6
202406012250,Tai Mo Shan,20.9
202406012250,Ta Kwu Ling,25.5
202406012250,King's Park,24.7
202406012300,Ta Kwu Ling,25.4
202406012300,King's Park,24.7
202406012300,Tai Mo Shan,20.9
202406012310,Tai Mo Shan,21.0
202406012310,Ta Kwu Ling,25.4
202406012310,King's Park,24.6
202406012320,Ta Kwu Ling,25.4
202406012320,Tai Mo Shan,21.0
202406012320,King's Park,24.7
202406012330,King's Park,24.8
202406012330,Ta Kwu Ling,25.4
202406012330,Tai Mo Shan,21.0
202406012340,Tai Mo Shan,21.0
202406012340,Ta Kwu Ling,25.3
202406012340,King's Park,24.9
202406012350,King's Park,24.9
202406012350,Ta Kwu Ling,25.3
202406012350,Tai Mo Shan,21.0
202406020000,Tai Mo Shan,21.0
202406020000,Ta Kwu Ling,25.4
202406020000,King's Park,24.9
202406020010,King's Park,24.9
202406020010,Ta Kwu Ling,25.4
202406020010,Tai Mo Shan,21.0
202406020020,Ta Kwu Ling,25.5
202406020020,King's Park,24.8
202406020020,Tai Mo Shan,21.1
202406020030,King's Park,24.8
202406020030,Tai Mo Shan,21.1
202406020030,Ta Kwu Ling,25.5
202406020040,King's Park,24.8
202406020040,Ta Kwu Ling,25.4
202406020040,Tai Mo Shan,21.0
202406020050,Tai Mo Shan,21.0
202406020050,Ta Kwu Ling,25.5
202406020050,King's Park,24.8
202406020100,King's Park,24.9
202406020100,Ta Kwu Ling,25.5
202406020100,Tai Mo Shan,21.0
202406020110,Tai Mo Shan,21.0
202406020110,Ta Kwu Ling,25.5
202406020110,King's Park,24.9
202406020120,Tai Mo Shan,21.0
202406020120,King's Park,24.8
202406020120,Ta Kwu Ling,25.5
202406020130,Tai Mo Shan,21.1
202406020130,Ta Kwu Ling,25.6
202406020130,King's Park,24.9
202406020140,Tai Mo Shan,21.1
202406020140,King's Park,24.9
202406020140,Ta Kwu Ling,25.6
202406020150,King's Park,24.9
202406020150,Ta Kwu Ling,25.6
202406020150,Tai Mo Shan,21.1
202406020200,Tai Mo Shan,21.1
202406020200,Ta Kwu Ling,25.6
202406020200,King's Park,24.9
202406020210,Ta Kwu Ling,25.6
202406020210,Tai Mo Shan,21.1
202406020210,King's Park,24.9
202406020220,King's Park,25.0
202406020220,Ta Kwu Ling,25.6
202406020220,Tai Mo Shan,21.2
202406020230,King's Park,25.0
202406020230,Tai Mo Shan,21.2
202406020230,Ta Kwu Ling,25.6
202406020240,Ta Kwu Ling,25.7
202406020240,Tai Mo Shan,21.2
202406020240,King's Park,25.0
202406020250,King's Park,25.1
202406020250,Ta Kwu Ling,25.7
202406020250,Tai Mo Shan,21.2
202406020300,Ta Kwu Ling,25.7
202406020300,King's Park,25.1
202406020300,Tai Mo Shan,21.2
202406020310,King's Park,25.1
202406020310,Ta Kwu Ling,25.7
202406020310,Tai Mo Shan,21.2
202406020320,Tai Mo Shan,21.2
202406020320,Ta Kwu Ling,25.7
202406020320,King's Park,25.1
202406020330,Tai Mo Shan,21.2
202406020330,Ta Kwu Ling,25.8
202406020330,King's Park,25.1
202406020340,Ta Kwu Ling,25.8
202406020340,Tai Mo Shan,21.2
202406020340,King's Park,25.1
202406020350,Ta Kwu Ling,25.8
202406020350,King's Park,25.1
202406020350,Tai Mo Shan,21.1
202406020400,Tai Mo Shan,21.1
202406020400,Ta Kwu Ling,25.7
202406020400,King's Park,25.1
202406020410,Tai Mo Shan,21.0
202406020410,Ta Kwu Ling,25.7
202406020410,King's Park,25.1
202406020420,King's Park,25.1
202406020420,Ta Kwu Ling,25.7
202406020420,Tai Mo Shan,21.0
202406020430,Tai Mo Shan,21.1
202406020430,Ta Kwu Ling,25.7
202406020430,King's Park,25.1
202406020440,Tai Mo Shan,21.1
202406020440,Ta Kwu Ling,25.8
202406020440,King's Park,25.1
202406020450,King's Park,25.0
202406020450,Tai Mo Shan,21.2
202406020450,Ta Kwu Ling,25.8
202406020500,King's Park,25.0
202406020500,Ta Kwu Ling,25.7
202406020500,Tai Mo Shan,21.2
202406020510,Tai Mo Shan,21.2
202406020510,Ta Kwu Ling,25.7
202406020510,King's Park,25.1
202406020520,Tai Mo Shan,21.2
202406020520,Ta Kwu Ling,25.7
202406020520,King's Park,25.1
202406020530,King's Park,25.1
202406020530,Tai Mo Shan,21.2
202406020530,Ta Kwu Ling,25.7
202406020540,King's Park,25.2
202406020540,Tai Mo Shan,21.2
202406020540,Ta Kwu Ling,25.7
202406020550,King's Park,25.3
202406020550,Ta Kwu Ling,25.8
202406020550,Tai Mo Shan,21.2
202406020600,Tai Mo Shan,21.2
202406020600,Ta Kwu Ling,25.8
202406020600,King's Park,25.2
202406020610,Ta Kwu Ling,25.8
202406020610,King's Park,25.2
202406020610,Tai Mo Shan,21.3
202406020620,Tai Mo Shan,21.3
202406020620,Ta Kwu Ling,25.9
202406020620,King's Park,25.2
202406020630,King's Park,25.2
202406020630,Ta Kwu Ling,25.9
202406020630,Tai Mo Shan,21.3
202406020640,Ta Kwu Ling,26.0
202406020640,King's Park,25.3
202406020640,Tai Mo Shan,21.4
202406020650,Ta Kwu Ling,26.0
202406020650,Tai Mo Shan,21.4
202406020650,King's Park,25.3
202406020700,Tai Mo Shan,21.4
202406020700,King's Park,25.4
202406020700,Ta Kwu Ling,26.1
202406020710,Tai Mo Shan,21.5
202406020710,Ta Kwu Ling,26.2
202406020710,King's Park,25.4
202406020720,Tai Mo Shan,21.5
202406020720,Ta Kwu Ling,26.2
202406020720,King's Park,25.5
202406020730,King's Park,25.5
202406020730,Tai Mo Shan,21.6
202406020730,Ta Kwu Ling,26.3
202406020740,King's Park,25.6
202406020740,Ta Kwu Ling,26.4
202406020740,Tai Mo Shan,21.6
202406020750,Tai Mo Shan,21.7
202406020750,Ta Kwu Ling,26.5
202406020750,King's Park,25.6
202406020800,Tai Mo Shan,21.7
202406020800,Ta Kwu Ling,26.7
202406020800,King's Park,25.6
202406020810,King's Park,
202406020810,Ta Kwu Ling,
202406020810,Tai Mo Shan,
202406020820,King's Park,
202406020820,Ta Kwu Ling,
202406020820,Tai Mo Shan,
202406020830,Tai Mo Shan,
202406020830,King's Park,
202406020830,Ta Kwu Ling,
202406020840,King's Park,
202406020840,Tai Mo Shan,
202406020840,Ta Kwu Ling,
202406020850,Tai Mo Shan,
202406020850,King's Park,
202406020850,Ta Kwu Ling,
202406020900,Tai Mo Shan,
202406020900,Ta Kwu Ling,
202406020900,King's Park,
202406020910,Tai Mo Shan,
202406020910,Ta Kwu Ling,
202406020910,King's Park,
202406020920,King's Park,
202406020920,Ta Kwu Ling,
202406020920,Tai Mo Shan,
202406020930,King's Park,
202406020930,Ta Kwu Ling,
202406020930,Tai Mo Shan,
202406020940,Ta Kwu Ling,
202406020940,King's Park,
202406020940,Tai Mo Shan,
202406020950,Ta Kwu Ling,
202406020950,Tai Mo Shan,
202406020950,King's Park,
202406021000,Ta Kwu Ling,
202406021000,Tai Mo Shan,
202406021000,King's Park,
202406021010,King's Park,
202406021010,Ta Kwu Ling,
202406021010,Tai Mo Shan,
202406021020,King's Park,
202406021020,Ta Kwu Ling,
202406021020,Tai Mo Shan,
202406021030,Tai Mo Shan,
202406021030,Ta Kwu Ling,
202406021030,King's Park,
202406021040,King's Park,
202406021040,Ta Kwu Ling,
202406021040,Tai Mo Shan,
202406021050,Tai Mo Shan,
202406021050,Ta Kwu Ling,
202406021050,King's Park,
202406021100,Tai Mo Shan,
202406021100,Ta Kwu Ling,
202406021100,King's Park,
202406021110,Tai Mo Shan,
202406021110,Ta Kwu Ling,
202406021110,King's Park,
202406021120,King's Park,
202406021120,Tai Mo Shan,
202406021120,Ta Kwu Ling,
202406021130,King's Park,
202406021130,Ta Kwu Ling,
202406021130,Tai Mo Shan,
202406021140,Tai Mo Shan,
202406021140,King's Park,
202406021140,Ta Kwu Ling,
202406021150,Tai Mo Shan,
202406021150,King's Park,
202406021150,Ta Kwu Ling,
202406021200,Tai Mo Shan,
202406021200,King's Park,
202406021200,Ta Kwu Ling,
202406021210,Tai Mo Shan,
202406021210,Ta Kwu Ling,
202406021210,King's Park,
202406021220,King's Park,
202406021220,Ta Kwu Ling,
202406021220,Tai Mo Shan,
202406021230,Ta Kwu Ling,
202406021230,Tai Mo Shan,
202406021230,King's Park,
202406021240,King's Park,
202406021240,Ta Kwu Ling,
202406021240,Tai Mo Shan,
202406021250,Ta Kwu Ling,
202406021250,Tai Mo Shan,
202406021250,King's Park,
202406021300,Tai Mo Shan,
202406021300,Ta Kwu Ling,
202406021300,King's Park,
202406021310,Tai Mo Shan,
202406021310,Ta Kwu Ling,
202406021310,King's Park,
202406021320,King's Park,
202406021320,Ta Kwu Ling,
202406021320,Tai Mo Shan,
202406021330,King's Park,
202406021330,Ta Kwu Ling,
202406021330,Tai Mo Shan,
202406021340,King's Park,
202406021340,Ta Kwu Ling,
202406021340,Tai Mo Shan,
202406021350,King's Park,
202406021350,Ta Kwu Ling,
202406021350,Tai Mo Shan,
202406021400,King's Park,
202406021400,Tai Mo Shan,
202406021400,Ta Kwu Ling,
202406021410,King's Park,
202406021410,Ta Kwu Ling,
202406021410,Tai Mo Shan,
202406021420,Ta Kwu Ling,
202406021420,King's Park,
202406021420,Tai Mo Shan,
202406021430,Tai Mo Shan,
202406021430,Ta Kwu Ling,
202406021430,King's Park,
202406021440,Ta Kwu Ling,
202406021440,King's Park,
202406021440,Tai Mo Shan,
202406021450,Tai Mo Shan,
202406021450,Ta Kwu Ling,
202406021450,King's Park,
202406021500,Tai Mo Shan,
202406021500,Ta Kwu Ling,
202406021500,King's Park,
202406021510,King's Park,
202406021510,Ta Kwu Ling,
202406021510,Tai Mo Shan,
202406021520,Ta Kwu Ling,
202406021520,King's Park,
202406021520,Tai Mo Shan,
202406021530,Ta Kwu Ling,
202406021530,Tai Mo Shan,
202406021530,King's Park,
202406021540,Tai Mo Shan,
202406021540,Ta Kwu Ling,
202406021540,King's Park,
202406021550,King's Park,
202406021550,Tai Mo Shan,
202406021550,Ta Kwu Ling,
202406021600,Ta Kwu Ling,
202406021600,Tai Mo Shan,
202406021600,King's Park,
202406021610,King's Park,
202406021610,Ta Kwu Ling,
202406021610,Tai Mo Shan,
202406021620,Ta Kwu Ling,
202406021620,Tai Mo Shan,
202406021620,King's Park,
202406021630,Tai Mo Shan,
202406021630,Ta Kwu Ling,
202406021630,King's Park,
202406021640,Tai Mo Shan,
202406021640,Ta Kwu Ling,
202406021640,King's Park,
202406021650,Ta Kwu Ling,
202406021650,Tai Mo Shan,
202406021650,King's Park,
202406021700,Tai Mo Shan,25.6
202406021700,Ta Kwu Ling,29.9
202406021700,King's Park,29.7
202406021710,Tai Mo Shan,25.5
202406021710,Ta Kwu Ling,29.9
202406021710,King's Park,29.5
202406021720,Tai Mo Shan,25.3
202406021720,Ta Kwu Ling,29.9
202406021720,King's Park,29.3
202406021730,King's Park,29.0
202406021730,Ta Kwu Ling,30.0
202406021730,Tai Mo Shan,25.2
202406021740,Tai Mo Shan,25.2
202406021740,Ta Kwu Ling,30.0
202406021740,King's Park,28.7
202406021750,Tai Mo Shan,25.1
202406021750,King's Park,28.5
202406021750,Ta Kwu Ling,30.0
202406021800,Ta Kwu Ling,30.0
202406021800,King's Park,28.4
202406021800,Tai Mo Shan,25.0
202406021810,Tai Mo Shan,24.7
202406021810,Ta Kwu Ling,29.8
202406021810,King's Park,28.3
202406021820,Ta Kwu Ling,29.6
202406021820,Tai Mo Shan,24.4
202406021820,King's Park,28.1
202406021830,Ta Kwu Ling,29.3
202406021830,King's Park,27.9
202406021830,Tai Mo Shan,24.0
202406021840,King's Park,27.8
202406021840,Tai Mo Shan,23.6
202406021840,Ta Kwu Ling,29.1
202406021850,King's Park,27.6
202406021850,Ta Kwu Ling,28.9
202406021850,Tai Mo Shan,23.2
202406021900,King's Park,27.4
202406021900,Tai Mo Shan,22.8
202406021900,Ta Kwu Ling,28.7
202406021910,Ta Kwu Ling,28.5
202406021910,King's Park,27.3
202406021910,Tai Mo Shan,22.5
202406021920,Tai Mo Shan,22.3
202406021920,Ta Kwu Ling,28.4
202406021920,King's Park,27.2
202406021930,King's Park,27.1
202406021930,Ta Kwu Ling,28.2
202406021930,Tai Mo Shan,22.0
202406021940,King's Park,27.0
202406021940,Ta Kwu Ling,28.1
202406021940,Tai Mo Shan,21.9
202406021950,Ta Kwu Ling,28.0
202406021950,King's Park,26.9
202406021950,Tai Mo Shan,21.8
202406022000,Ta Kwu Ling,27.9
202406022000,King's Park,26.9
202406022000,Tai Mo Shan,21.7
202406022010,King's Park,26.9
202406022010,Ta Kwu Ling,27.8
202406022010,Tai Mo Shan,21.6
202406022020,King's Park,26.8
202406022020,Ta Kwu Ling,27.8
202406022020,Tai Mo Shan,21.5
202406022030,Tai Mo Shan,21.4
202406022030,King's Park,26.7
202406022030,Ta Kwu Ling,27.8
202406022040,Tai Mo Shan,21.4
202406022040,Ta Kwu Ling,27.8
202406022040,King's Park,26.7
202406022050,Ta Kwu Ling,27.7
202406022050,King's Park,26.6
202406022050,Tai Mo Shan,21.3
202406022100,King's Park,26.6
202406022100,Ta Kwu Ling,27.7
202406022100,Tai Mo Shan,21.2
202406022110,King's Park,26.6
202406022110,Tai Mo Shan,21.2
202406022110,Ta Kwu Ling,27.6
202406022120,Tai Mo Shan,21.1
202406022120,Ta Kwu Ling,27.5
202406022120,King's Park,26.5
202406022130,King's Park,26.5
202406022130,Ta Kwu Ling,27.5
202406022130,Tai Mo Shan,21.1
202406022140,King's Park,26.5
202406022140,Ta Kwu Ling,27.4
202406022140,Tai Mo Shan,21.1
202406022150,Ta Kwu Ling,27.4
202406022150,Tai Mo Shan,21.1
202406022150,King's Park,26.5
202406022200,Ta Kwu Ling,27.3
202406022200,King's Park,26.4
202406022200,Tai Mo Shan,21.1
202406022210,Tai Mo Shan,21.1
202406022210,Ta Kwu Ling,27.3
202406022210,King's Park,26.5
202406022220,Ta Kwu Ling,27.2
202406022220,King's Park,26.5
202406022220,Tai Mo Shan,21.1
202406022230,King's Park,26.4
202406022230,Ta Kwu Ling,27.2
202406022230,Tai Mo Shan,21.0
202406022240,Tai Mo Shan,21.0
202406022240,Ta Kwu Ling,27.2
202406022240,King's Park,26.4
