Date time,Automatic Weather Station,Mean Sea Level Pressure(hPa)
202405010100,HK Observatory,1006.1
202405010100,Lau Fau Shan,1006.3
202405010100,Sha Tin,1006.5
202405010100,Chek Lap Kok,1006.2
202405010100,Sheung Shui,1006.1
202405010100,Wetland Park,1006.3
202405010100,Waglan Island,1006.0
202405010100,Shek Kong,1005.8
202405010100,Ta Kwu Ling,1006.3
202405010100,Tai Po,1006.8
202405010110,Tai Po,1007.0
202405010110,Ta Kwu Ling,1006.2
202405010110,Sheung Shui,1006.1
202405010110,Waglan Island,1006.2
202405010110,Sha Tin,1006.3
202405010110,Peng Chau,1005.8
202405010110,Lau Fau Shan,1006.2
202405010110,HK Observatory,1006.0
202405010110,Cheung Chau,1006.1
202405010110,Chek Lap Kok,1006.2
202405010110,Shek Kong,1005.7
202405010110,Wetland Park,1006.2
202405010120,Waglan Island,1006.2
202405010120,Wetland Park,1006.2
202405010120,Chek Lap Kok,1006.2
202405010120,Cheung Chau,1006.1
202405010120,HK Observatory,1006.0
202405010120,Lau Fau Shan,1006.0
202405010120,Ta Kwu Ling,1006.2
202405010120,Sha Tin,1006.6
202405010120,Shek Kong,1005.6
202405010120,Sheung Shui,1006.0
202405010120,Tai Po,1007.0
202405010120,Peng Chau,1005.7
202405010130,Chek Lap Kok,1006.3
202405010130,Cheung Chau,1006.1
202405010130,HK Observatory,1006.0
202405010130,Lau Fau Shan,1006.0
202405010130,Sha Tin,1006.7
202405010130,Shek Kong,1005.6
202405010130,Sheung Shui,1006.0
202405010130,Ta Kwu Ling,1006.1
202405010130,Wetland Park,1006.2
202405010130,Waglan Island,1006.2
202405010130,Peng Chau,1005.7
202405010130,Tai Po,1007.0
202405010140,Wetland Park,1006.0
202405010140,Chek Lap Kok,1006.1
202405010140,Cheung Chau,1006.0
202405010140,HK Observatory,1006.0
202405010140,Lau Fau Shan,1006.0
202405010140,Peng Chau,1005.7
202405010140,Sha Tin,1006.7
202405010140,Shek Kong,1005.6
202405010140,Sheung Shui,1006.0
202405010140,Ta Kwu Ling,1006.0
202405010140,Tai Po,1007.0
202405010140,Waglan Island,1006.3
202405010150,Chek Lap Kok,1006.0
202405010150,Cheung Chau,1005.8
202405010150,Wetland Park,1006.0
202405010150,Lau Fau Shan,1005.8
202405010150,Peng Chau,1005.5
202405010150,Sha Tin,1006.3
202405010150,Shek Kong,1005.5
202405010150,HK Observatory,1005.8
202405010150,Ta Kwu Ling,1006.0
202405010150,Tai Po,1006.8
202405010150,Waglan Island,1006.2
202405010150,Sheung Shui,1005.7
202405010200,Chek Lap Kok,1006.0
202405010200,Ta Kwu Ling,1005.6
202405010200,Sheung Shui,1005.5
202405010200,Shek Kong,1005.3
202405010200,Sha Tin,1006.1
202405010200,Peng Chau,1005.3
202405010200,Lau Fau Shan,1005.8
202405010200,HK Observatory,1005.7
202405010200,Cheung Chau,1005.8
202405010200,Wetland Park,1005.8
202405010200,Waglan Island,1005.8
202405010200,Tai Po,1006.7
202405010210,Cheung Chau,1005.8
202405010210,HK Observatory,1005.5
202405010210,Lau Fau Shan,1005.3
202405010210,Sha Tin,1006.1
202405010210,Shek Kong,1005.1
202405010210,Sheung Shui,1005.5
202405010210,Ta Kwu Ling,1005.7
202405010210,Tai Po,1006.5
202405010210,Waglan Island,1005.8
202405010210,Chek Lap Kok,1005.6
202405010210,Peng Chau,1005.2
202405010210,Wetland Park,1005.6
202405010220,Chek Lap Kok,1005.5
202405010220,Waglan Island,1005.5
202405010220,Tai Po,1006.2
202405010220,Ta Kwu Ling,1005.3
202405010220,Sheung Shui,1005.5
202405010220,Shek Kong,1005.1
202405010220,Sha Tin,
202405010220,Peng Chau,1005.2
202405010220,Lau Fau Shan,1005.3
202405010220,HK Observatory,1005.5
202405010220,Cheung Chau,1005.8
202405010220,Wetland Park,1005.3
202405010230,Chek Lap Kok,1005.3
202405010230,Tai Po,1005.8
202405010230,Ta Kwu Ling,1005.3
202405010230,Sheung Shui,1005.2
202405010230,Shek Kong,1004.6
202405010230,Sha Tin,
202405010230,Peng Chau,1004.8
202405010230,Lau Fau Shan,1005.3
202405010230,HK Observatory,1005.3
202405010230,Cheung Chau,1005.6
202405010230,Waglan Island,1005.2
202405010230,Wetland Park,1005.3
202405010240,Wetland Park,1005.0
202405010240,Tai Po,1006.0
202405010240,Chek Lap Kok,1004.8
202405010240,Cheung Chau,1005.4
202405010240,HK Observatory,1005.5
202405010240,Lau Fau Shan,1004.8
202405010240,Peng Chau,1004.7
202405010240,Sha Tin,
202405010240,Shek Kong,1004.6
202405010240,Sheung Shui,1005.0
202405010240,Waglan Island,1005.2
202405010240,Ta Kwu Ling,1005.2
202405010250,HK Observatory,1005.1
202405010250,Wetland Park,1004.8
202405010250,Tai Po,1005.8
202405010250,Ta Kwu Ling,1005.0
202405010250,Sheung Shui,1004.8
202405010250,Shek Kong,1004.3
202405010250,Chek Lap Kok,1004.7
202405010250,Sha Tin,
202405010250,Peng Chau,1004.6
202405010250,Lau Fau Shan,1004.8
202405010250,Cheung Chau,1005.2
202405010250,Waglan Island,1005.2
202405010300,Lau Fau Shan,1004.5
202405010300,Chek Lap Kok,1004.5
202405010300,Cheung Chau,1005.0
202405010300,HK Observatory,1004.8
202405010300,Peng Chau,1004.3
202405010300,Sha Tin,
202405010300,Shek Kong,1004.1
202405010300,Sheung Shui,1004.5
202405010300,Ta Kwu Ling,1004.7
202405010300,Wetland Park,1004.3
202405010300,Tai Po,1005.7
202405010300,Waglan Island,1005.0
202405010310,Tai Po,1005.7
202405010310,Waglan Island,1005.1
202405010310,Chek Lap Kok,1004.6
202405010310,Cheung Chau,1005.1
202405010310,HK Observatory,1004.8
202405010310,Lau Fau Shan,1004.6
202405010310,Wetland Park,1004.3
202405010310,Sha Tin,
202405010310,Peng Chau,1004.5
202405010310,Ta Kwu Ling,1004.7
202405010310,Shek Kong,1004.1
202405010310,Sheung Shui,1004.5
202405010320,Shek Kong,1004.0
202405010320,Wetland Park,1004.3
202405010320,Waglan Island,1005.1
202405010320,Tai Po,1005.7
202405010320,Ta Kwu Ling,1004.7
202405010320,Sheung Shui,1004.5
202405010320,Sha Tin,
202405010320,Peng Chau,1004.5
202405010320,Lau Fau Shan,1004.5
202405010320,HK Observatory,1005.0
202405010320,Cheung Chau,1004.7
202405010320,Chek Lap Kok,1004.3
202405010330,Cheung Chau,1004.7
202405010330,Lau Fau Shan,1004.3
202405010330,Peng Chau,1004.5
202405010330,Chek Lap Kok,1004.3
202405010330,HK Observatory,1004.7
202405010330,Sheung Shui,1004.3
202405010330,Shek Kong,1003.8
202405010330,Wetland Park,1004.3
202405010330,Sha Tin,
202405010330,Tai Po,1005.5
202405010330,Ta Kwu Ling,1004.7
202405010330,Waglan Island,1005.1
202405010340,Wetland Park,1004.2
202405010340,Waglan Island,1004.7
202405010340,Chek Lap Kok,1003.9
202405010340,Cheung Chau,1004.6
202405010340,HK Observatory,1004.7
202405010340,Lau Fau Shan,1003.8
202405010340,Peng Chau,1004.0
202405010340,Sha Tin,
202405010340,Shek Kong,1003.7
202405010340,Sheung Shui,1004.2
202405010340,Ta Kwu Ling,1004.3
202405010340,Tai Po,1005.3
202405010350,Cheung Chau,1004.5
202405010350,HK Observatory,1004.5
202405010350,Peng Chau,1004.0
202405010350,Sha Tin,
202405010350,Shek Kong,1003.3
202405010350,Sheung Shui,1003.8
202405010350,Ta Kwu Ling,1004.3
202405010350,Tai Po,1005.2
202405010350,Waglan Island,1004.6
202405010350,Chek Lap Kok,1003.7
202405010350,Lau Fau Shan,1003.7
202405010350,Wetland Park,1003.8
202405010400,Wetland Park,1003.7
202405010400,Ta Kwu Ling,1004.2
202405010400,Sheung Shui,1003.8
202405010400,Shek Kong,1003.1
202405010400,Sha Tin,
202405010400,Peng Chau,1003.7
202405010400,Lau Fau Shan,1003.7
202405010400,HK Observatory,1004.3
202405010400,Cheung Chau,1004.3
202405010400,Chek Lap Kok,1003.7
202405010400,Tai Po,1005.1
202405010400,Waglan Island,1004.7
202405010410,Cheung Chau,1004.2
202405010410,HK Observatory,1004.2
202405010410,Lau Fau Shan,1004.1
202405010410,Peng Chau,1003.6
202405010410,Sha Tin,
202405010410,Shek Kong,1003.1
202405010410,Sheung Shui,1003.8
202405010410,Ta Kwu Ling,1004.0
202405010410,Tai Po,1005.0
202405010410,Chek Lap Kok,1003.7
202405010410,Waglan Island,1004.3
202405010410,Wetland Park,1004.0
202405010420,Chek Lap Kok,1003.7
202405010420,Waglan Island,1003.8
202405010420,Tai Po,1004.7
202405010420,Ta Kwu Ling,1003.8
202405010420,Sheung Shui,1003.6
202405010420,Shek Kong,1003.0
202405010420,Sha Tin,
202405010420,Peng Chau,1003.6
202405010420,Lau Fau Shan,1003.7
202405010420,HK Observatory,1004.2
202405010420,Cheung Chau,1004.3
202405010420,Wetland Park,1003.8
202405010430,Chek Lap Kok,1004.2
202405010430,Tai Po,1005.0
202405010430,Ta Kwu Ling,1004.1
202405010430,Sheung Shui,1004.0
202405010430,Shek Kong,1003.3
202405010430,Sha Tin,
202405010430,Peng Chau,1003.8
202405010430,Lau Fau Shan,1004.3
202405010430,HK Observatory,1004.3
202405010430,Cheung Chau,1004.5
202405010430,Wetland Park,1004.3
202405010430,Waglan Island,1004.1
202405010440,Waglan Island,1004.1
202405010440,Peng Chau,1004.2
202405010440,Lau Fau Shan,1004.2
202405010440,Chek Lap Kok,1004.8
202405010440,Sha Tin,
202405010440,Shek Kong,1003.2
202405010440,Sheung Shui,1003.8
202405010440,Ta Kwu Ling,1004.1
202405010440,Tai Po,1005.1
202405010440,HK Observatory,1004.3
202405010440,Wetland Park,1003.8
202405010440,Cheung Chau,1004.6
202405010450,Wetland Park,1004.6
202405010450,Ta Kwu Ling,1004.2
202405010450,Sheung Shui,1004.0
202405010450,Shek Kong,1003.7
202405010450,Sha Tin,
202405010450,Peng Chau,1004.2
202405010450,Lau Fau Shan,1006.3
202405010450,HK Observatory,1003.8
202405010450,Tai Po,1004.8
202405010450,Waglan Island,1004.2
202405010450,Cheung Chau,1006.1
202405010450,Chek Lap Kok,1005.8
202405010500,Waglan Island,1004.5
202405010500,Wetland Park,1006.0
202405010500,Tai Po,1005.2
202405010500,Ta Kwu Ling,1005.2
202405010500,Sheung Shui,1004.5
202405010500,Shek Kong,1006.3
202405010500,Sha Tin,
202405010500,Peng Chau,1005.1
202405010500,Lau Fau Shan,1005.7
202405010500,HK Observatory,1004.1
202405010500,Chek Lap Kok,1006.2
202405010500,Cheung Chau,1007.1
202405010510,Wetland Park,1006.2
202405010510,Waglan Island,1004.1
202405010510,Tai Po,1007.3
202405010510,Ta Kwu Ling,1007.5
202405010510,Sheung Shui,1006.2
202405010510,Shek Kong,1006.6
202405010510,Sha Tin,
202405010510,Peng Chau,1005.5
202405010510,HK Observatory,1006.8
202405010510,Lau Fau Shan,1005.8
202405010510,Cheung Chau,1006.3
202405010510,Chek Lap Kok,1006.2
202405010520,Chek Lap Kok,1006.4
202405010520,Cheung Chau,1006.0
202405010520,HK Observatory,1006.3
202405010520,Lau Fau Shan,1006.1
202405010520,Peng Chau,1005.1
202405010520,Sha Tin,
202405010520,Shek Kong,1006.3
202405010520,Sheung Shui,1006.6
202405010520,Ta Kwu Ling,1006.9
202405010520,Tai Po,1007.2
202405010520,Wetland Park,1006.3
202405010520,Waglan Island,1006.2
202405010530,Shek Kong,1006.1
202405010530,Chek Lap Kok,1006.0
202405010530,Cheung Chau,1007.0
202405010530,HK Observatory,1007.2
202405010530,Lau Fau Shan,1006.1
202405010530,Peng Chau,1005.5
202405010530,Sha Tin,
202405010530,Sheung Shui,1006.1
202405010530,Ta Kwu Ling,1006.4
202405010530,Tai Po,1007.1
202405010530,Waglan Island,1006.7
202405010530,Wetland Park,1006.3
202405010540,Waglan Island,1005.8
202405010540,Tai Po,1007.7
202405010540,Wetland Park,1005.8
202405010540,Chek Lap Kok,1006.0
202405010540,Cheung Chau,1006.8
202405010540,HK Observatory,1006.6
202405010540,Lau Fau Shan,1005.4
202405010540,Peng Chau,1006.0
202405010540,Sha Tin,
202405010540,Shek Kong,1006.0
202405010540,Sheung Shui,1006.7
202405010540,Ta Kwu Ling,1007.1
202405010550,Tai Po,1007.5
202405010550,Ta Kwu Ling,1007.1
202405010550,Sheung Shui,1006.2
202405010550,Shek Kong,1005.6
202405010550,Sha Tin,
202405010550,Chek Lap Kok,1006.5
202405010550,Lau Fau Shan,1005.9
202405010550,HK Observatory,1006.8
202405010550,Cheung Chau,1006.7
202405010550,Waglan Island,1005.5
202405010550,Peng Chau,1006.2
202405010550,Wetland Park,1005.8
202405010600,Wetland Park,1006.2
202405010600,Waglan Island,1005.2
202405010600,Cheung Chau,1006.8
202405010600,HK Observatory,1006.3
202405010600,Lau Fau Shan,1006.0
202405010600,Peng Chau,1006.2
202405010600,Chek Lap Kok,1007.0
202405010600,Shek Kong,1005.5
202405010600,Sheung Shui,1006.0
202405010600,Ta Kwu Ling,1006.2
202405010600,Tai Po,1007.2
202405010600,Sha Tin,
202405010610,Waglan Island,1005.8
202405010610,Chek Lap Kok,1006.7
202405010610,Cheung Chau,1007.0
202405010610,HK Observatory,1006.3
202405010610,Lau Fau Shan,1006.5
202405010610,Peng Chau,1006.2
202405010610,Shek Kong,1005.5
202405010610,Sheung Shui,1006.1
202405010610,Ta Kwu Ling,1006.2
202405010610,Tai Po,1007.2
202405010610,Wetland Park,1006.3
202405010610,Sha Tin,
202405010620,Chek Lap Kok,1006.5
202405010620,Wetland Park,1006.2
202405010620,Waglan Island,1006.1
202405010620,Tai Po,1006.6
202405010620,Sheung Shui,1006.0
202405010620,Shek Kong,1006.0
202405010620,Ta Kwu Ling,1006.0
202405010620,Peng Chau,1006.2
202405010620,Lau Fau Shan,1006.1
202405010620,HK Observatory,1006.7
202405010620,Cheung Chau,1006.6
202405010620,Sha Tin,
202405010630,Lau Fau Shan,1006.0
202405010630,Chek Lap Kok,1006.4
202405010630,Cheung Chau,1006.1
202405010630,HK Observatory,1006.3
202405010630,Peng Chau,1006.1
202405010630,Ta Kwu Ling,1005.8
202405010630,Shek Kong,1005.6
202405010630,Sheung Shui,1006.0
202405010630,Tai Po,1007.1
202405010630,Waglan Island,1006.0
202405010630,Sha Tin,
202405010630,Wetland Park,1005.8
202405010640,Wetland Park,1006.3
202405010640,Shek Kong,1005.7
202405010640,Waglan Island,1005.8
202405010640,Tai Po,1006.7
202405010640,Ta Kwu Ling,1006.1
202405010640,Sheung Shui,1005.8
202405010640,Sha Tin,
202405010640,Lau Fau Shan,1006.4
202405010640,HK Observatory,1006.2
202405010640,Cheung Chau,1006.4
202405010640,Chek Lap Kok,1006.4
202405010640,Peng Chau,1006.0
202405010650,Tai Po,1007.2
202405010650,Ta Kwu Ling,1006.5
202405010650,Sheung Shui,1006.1
202405010650,Shek Kong,1006.1
202405010650,Sha Tin,
202405010650,Peng Chau,1006.3
202405010650,Lau Fau Shan,1006.3
202405010650,HK Observatory,1006.6
202405010650,Cheung Chau,1007.1
202405010650,Chek Lap Kok,1006.5
202405010650,Wetland Park,1006.5
202405010650,Waglan Island,1006.0
202405010700,Chek Lap Kok,
202405010700,Lau Fau Shan,
202405010700,Peng Chau,1006.7
202405010700,Sha Tin,
202405010700,Shek Kong,1006.2
202405010700,Sheung Shui,1006.2
202405010700,Ta Kwu Ling,
202405010700,Tai Po,1007.6
202405010700,Waglan Island,
202405010700,Wetland Park,1006.5
202405010700,Cheung Chau,1007.0
202405010700,HK Observatory,
202405010710,Chek Lap Kok,
202405010710,Waglan Island,1006.6
202405010710,Tai Po,1007.8
202405010710,Ta Kwu Ling,
202405010710,Sheung Shui,1006.3
202405010710,Shek Kong,1006.2
202405010710,Sha Tin,
202405010710,Peng Chau,1006.6
202405010710,Lau Fau Shan,
202405010710,HK Observatory,1007.1
202405010710,Cheung Chau,1007.0
202405010710,Wetland Park,1006.6
202405010720,Tai Po,1008.0
202405010720,Ta Kwu Ling,
202405010720,Sheung Shui,1006.5
202405010720,HK Observatory,1007.2
202405010720,Sha Tin,
202405010720,Peng Chau,1006.7
202405010720,Lau Fau Shan,
202405010720,Waglan Island,1006.2
202405010720,Shek Kong,1006.1
202405010720,Wetland Park,1006.5
202405010720,Chek Lap Kok,
202405010720,Cheung Chau,1007.3
202405010730,Chek Lap Kok,
202405010730,HK Observatory,1007.2
202405010730,Lau Fau Shan,
202405010730,Peng Chau,1007.2
202405010730,Shek Kong,1006.1
202405010730,Sheung Shui,1006.6
202405010730,Ta Kwu Ling,
202405010730,Tai Po,1007.8
202405010730,Waglan Island,1006.5
202405010730,Wetland Park,1007.1
202405010730,Cheung Chau,1008.2
202405010730,Sha Tin,
202405010740,Wetland Park,1008.1
202405010740,Lau Fau Shan,
202405010740,Sha Tin,
202405010740,Shek Kong,1007.1
202405010740,Sheung Shui,1006.8
202405010740,Ta Kwu Ling,
202405010740,Tai Po,1008.1
202405010740,Waglan Island,1007.0
202405010740,HK Observatory,1007.8
202405010740,Peng Chau,1007.8
202405010740,Chek Lap Kok,
202405010740,Cheung Chau,1008.4
202405010750,Chek Lap Kok,
202405010750,Cheung Chau,1009.0
202405010750,HK Observatory,
202405010750,Lau Fau Shan,1009.6
202405010750,Shek Kong,1008.2
202405010750,Sha Tin,
202405010750,Sheung Shui,1008.2
202405010750,Ta Kwu Ling,1008.0
202405010750,Tai Po,1008.7
202405010750,Waglan Island,
202405010750,Wetland Park,1009.3
202405010750,Peng Chau,1008.2
202405010800,Peng Chau,1009.3
202405010800,Chek Lap Kok,
202405010800,HK Observatory,1008.7
202405010800,Lau Fau Shan,1009.8
202405010800,Sha Tin,
202405010800,Cheung Chau,1010.1
202405010800,Sheung Shui,1009.2
202405010800,Ta Kwu Ling,1009.3
202405010800,Tai Po,1009.5
202405010800,Waglan Island,1008.1
202405010800,Wetland Park,1009.8
202405010800,Shek Kong,1009.2
202405010810,Wetland Park,1010.1
202405010810,Waglan Island,1009.1
202405010810,Tai Po,1010.2
202405010810,Ta Kwu Ling,1009.7
202405010810,Sha Tin,
202405010810,Shek Kong,1009.8
202405010810,Peng Chau,1010.2
202405010810,Lau Fau Shan,1010.2
202405010810,HK Observatory,1009.8
202405010810,Sheung Shui,1009.8
202405010810,Chek Lap Kok,
202405010810,Cheung Chau,1010.9
202405010820,Ta Kwu Ling,1010.2
202405010820,Wetland Park,1010.2
202405010820,Tai Po,1010.7
202405010820,Chek Lap Kok,
202405010820,Cheung Chau,1011.0
202405010820,HK Observatory,1010.7
202405010820,Sheung Shui,1010.1
202405010820,Peng Chau,1010.2
202405010820,Sha Tin,
202405010820,Shek Kong,1010.0
202405010820,Waglan Island,1009.5
202405010820,Lau Fau Shan,1010.2
202405010830,Chek Lap Kok,
202405010830,HK Observatory,1010.8
202405010830,Lau Fau Shan,1010.3
202405010830,Peng Chau,1010.5
202405010830,Sha Tin,
202405010830,Shek Kong,1010.1
202405010830,Sheung Shui,1010.1
202405010830,Ta Kwu Ling,1010.4
202405010830,Cheung Chau,1011.0
202405010830,Wetland Park,1010.3
202405010830,Waglan Island,1010.0
202405010830,Tai Po,1010.8
202405010840,Wetland Park,1010.3
202405010840,Tai Po,1011.1
202405010840,Ta Kwu Ling,1010.4
202405010840,Sheung Shui,1010.1
202405010840,Shek Kong,1010.1
202405010840,Waglan Island,1010.2
202405010840,Peng Chau,1010.5
202405010840,Lau Fau Shan,1010.2
202405010840,HK Observatory,1011.0
202405010840,Cheung Chau,1010.9
202405010840,Chek Lap Kok,
202405010840,Sha Tin,
202405010850,Wetland Park,1010.2
202405010850,Waglan Island,1010.3
202405010850,Tai Po,1011.0
202405010850,Ta Kwu Ling,1010.2
202405010850,Sha Tin,
202405010850,Shek Kong,1010.1
202405010850,Peng Chau,1010.2
202405010850,Lau Fau Shan,1010.2
202405010850,HK Observatory,1010.8
202405010850,Sheung Shui,1010.1
202405010850,Cheung Chau,1010.6
202405010850,Chek Lap Kok,
202405010900,Wetland Park,1009.8
202405010900,Waglan Island,1010.2
202405010900,Tai Po,1010.8
202405010900,Ta Kwu Ling,1010.2
202405010900,Shek Kong,1009.7
202405010900,Sha Tin,
202405010900,Sheung Shui,1010.1
202405010900,Lau Fau Shan,1010.0
202405010900,HK Observatory,1010.7
202405010900,Cheung Chau,1010.7
202405010900,Chek Lap Kok,
202405010900,Peng Chau,1010.1
202405010910,Sheung Shui,1010.0
202405010910,Wetland Park,1009.6
202405010910,Waglan Island,1010.2
202405010910,Tai Po,1010.7
202405010910,Shek Kong,1009.6
202405010910,Ta Kwu Ling,1010.0
202405010910,Peng Chau,1010.1
202405010910,Lau Fau Shan,1009.6
202405010910,HK Observatory,1010.3
202405010910,Cheung Chau,1010.8
202405010910,Chek Lap Kok,1009.8
202405010910,Sha Tin,
202405010920,Waglan Island,1009.7
202405010920,Tai Po,1010.6
202405010920,Ta Kwu Ling,1009.8
202405010920,Sheung Shui,1009.1
202405010920,Shek Kong,1009.0
202405010920,Sha Tin,
202405010920,Lau Fau Shan,1009.6
202405010920,HK Observatory,1010.3
202405010920,Cheung Chau,1010.7
202405010920,Chek Lap Kok,1010.0
202405010920,Peng Chau,1010.0
202405010920,Wetland Park,1009.1
202405010930,Shek Kong,1009.0
202405010930,Wetland Park,1009.8
202405010930,Waglan Island,1009.6
202405010930,Tai Po,1010.2
202405010930,Ta Kwu Ling,1009.5
202405010930,Sheung Shui,1009.1
202405010930,Sha Tin,
202405010930,Lau Fau Shan,1010.0
202405010930,HK Observatory,1010.3
202405010930,Cheung Chau,1010.6
202405010930,Chek Lap Kok,1010.0
202405010930,Peng Chau,1010.1
202405010940,Tai Po,1010.2
202405010940,Waglan Island,1009.6
202405010940,Ta Kwu Ling,1009.7
202405010940,Sheung Shui,1010.0
202405010940,Sha Tin,
202405010940,Shek Kong,1009.6
202405010940,Lau Fau Shan,1010.1
202405010940,HK Observatory,1010.2
202405010940,Cheung Chau,1010.7
202405010940,Chek Lap Kok,1010.0
202405010940,Wetland Park,1010.0
202405010940,Peng Chau,1010.0
202405010950,Sheung Shui,1010.1
202405010950,Wetland Park,1010.1
202405010950,Waglan Island,1009.6
202405010950,Tai Po,1010.6
202405010950,Ta Kwu Ling,1010.1
202405010950,Shek Kong,1009.5
202405010950,HK Observatory,1010.1
202405010950,Peng Chau,1010.1
202405010950,Lau Fau Shan,1010.1
202405010950,Cheung Chau,1010.7
202405010950,Chek Lap Kok,1010.1
202405010950,Sha Tin,
202405011000,Chek Lap Kok,1010.1
202405011000,Cheung Chau,1010.5
202405011000,HK Observatory,1010.3
202405011000,Lau Fau Shan,1010.3
202405011000,Peng Chau,1010.2
202405011000,Sha Tin,
202405011000,Shek Kong,1009.6
202405011000,Sheung Shui,1010.0
202405011000,Ta Kwu Ling,1009.9
202405011000,Tai Po,1010.6
202405011000,Waglan Island,1009.6
202405011000,Wetland Park,1010.2
202405011010,Sheung Shui,1010.1
202405011010,Chek Lap Kok,1010.2
202405011010,Cheung Chau,1010.6
202405011010,HK Observatory,1010.3
202405011010,Lau Fau Shan,1010.2
202405011010,Peng Chau,1010.0
202405011010,Sha Tin,
202405011010,Shek Kong,1010.0
202405011010,Ta Kwu Ling,1010.2
202405011010,Tai Po,1010.7
202405011010,Waglan Island,1009.6
202405011010,Wetland Park,1010.3
202405011020,Sheung Shui,1010.1
202405011020,Ta Kwu Ling,1010.3
202405011020,Waglan Island,1009.6
202405011020,Wetland Park,1010.3
202405011020,Tai Po,1011.0
202405011020,Sha Tin,
202405011020,Shek Kong,1009.7
202405011020,Lau Fau Shan,1010.3
202405011020,HK Observatory,1010.2
202405011020,Cheung Chau,1010.8
202405011020,Chek Lap Kok,1010.5
202405011020,Peng Chau,1010.2
202405011030,Wetland Park,1010.6
202405011030,Waglan Island,1009.6
202405011030,Tai Po,1010.8
202405011030,Ta Kwu Ling,1010.2
202405011030,Sheung Shui,1010.1
202405011030,Shek Kong,1010.1
202405011030,Sha Tin,
202405011030,Lau Fau Shan,1010.7
202405011030,HK Observatory,1010.3
202405011030,Cheung Chau,1010.7
202405011030,Chek Lap Kok,1010.7
202405011030,Peng Chau,1010.2
202405011040,HK Observatory,1010.6
202405011040,Lau Fau Shan,1010.8
202405011040,Peng Chau,1010.3
202405011040,Shek Kong,1010.1
202405011040,Sha Tin,
202405011040,Ta Kwu Ling,1010.5
202405011040,Tai Po,1011.2
202405011040,Waglan Island,1009.8
202405011040,Wetland Park,1010.7
202405011040,Cheung Chau,1011.0
202405011040,Sheung Shui,1010.2
202405011040,Chek Lap Kok,1010.8
202405011050,Wetland Park,1010.7
202405011050,Waglan Island,1010.0
202405011050,Ta Kwu Ling,1010.7
202405011050,Sheung Shui,1010.5
202405011050,Shek Kong,1010.2
202405011050,Sha Tin,
202405011050,Peng Chau,1010.6
202405011050,Lau Fau Shan,1010.7
202405011050,HK Observatory,1010.8
202405011050,Cheung Chau,1011.1
202405011050,Chek Lap Kok,1010.9
202405011050,Tai Po,1011.2
202405011100,Wetland Park,1010.7
202405011100,Chek Lap Kok,1011.1
202405011100,Waglan Island,1010.0
