Datetime,Automatic Weather Station,Grass Temperature(degree Celsius)
2024-01-02 20:00:00,Ta Kwu Ling,16.271428571428572
2024-01-02 20:00:00,Tai Mo Shan,1.042857142857143
2024-01-02 21:00:00,King's Park,16.759999999999998
2024-01-02 21:00:00,Ta Kwu Ling,15.64
2024-01-02 21:00:00,Tai Mo Shan,1.28
2024-01-02 22:00:00,King's Park,16.54285714285714
2024-01-02 22:00:00,Ta Kwu Ling,14.928571428571429
2024-01-02 22:00:00,Tai Mo Shan,1.2428571428571427
2024-01-02 23:00:00,King's Park,16.380000000000003
2024-01-02 23:00:00,Ta Kwu Ling,14.12
2024-01-02 23:00:00,Tai Mo Shan,2.02
2024-01-03 00:00:00,King's Park,15.985714285714286
2024-01-03 00:00:00,Ta Kwu Ling,13.928571428571429
2024-01-03 00:00:00,Tai Mo Shan,6.357142857142857
2024-01-03 01:00:00,King's Park,16.54
2024-01-03 01:00:00,Ta Kwu Ling,14.580000000000002
2024-01-03 01:00:00,Tai Mo Shan,11.66
2024-01-03 02:00:00,King's Park,17.142857142857142
2024-01-03 02:00:00,Ta Kwu Ling,15.885714285714286
2024-01-03 02:00:00,Tai Mo Shan,11.885714285714286
2024-01-03 03:00:00,King's Park,17.78
2024-01-03 03:00:00,Ta Kwu Ling,16.46
2024-01-03 03:00:00,Tai Mo Shan,12.26
2024-01-03 04:00:00,King's Park,17.9
2024-01-03 04:00:00,Ta Kwu Ling,16.714285714285715
2024-01-03 04:00:00,Tai Mo Shan,11.957142857142857
2024-01-03 05:00:00,King's Park,18.0
2024-01-03 05:00:00,Ta Kwu Ling,16.939999999999998
2024-01-03 05:00:00,Tai Mo Shan,12.0
2024-01-03 06:00:00,King's Park,17.928571428571427
2024-01-03 06:00:00,Ta Kwu Ling,17.085714285714285
2024-01-03 06:00:00,Tai Mo Shan,11.871428571428572
2024-01-03 07:00:00,King's Park,17.96
2024-01-03 07:00:00,Ta Kwu Ling,17.419999999999998
2024-01-03 07:00:00,Tai Mo Shan,11.82
2024-01-03 08:00:00,King's Park,18.125
2024-01-03 08:00:00,Ta Kwu Ling,17.725
2024-01-03 08:00:00,Tai Mo Shan,11.95
2024-01-03 09:00:00,King's Park,18.292592592592595
2024-01-03 09:00:00,Ta Kwu Ling,17.977777777777778
2024-01-03 09:00:00,Tai Mo Shan,10.08148148148148
2024-01-03 10:00:00,King's Park,18.460185185185185
2024-01-03 10:00:00,Ta Kwu Ling,18.230555555555558
2024-01-03 10:00:00,Tai Mo Shan,8.212962962962962
2024-01-03 11:00:00,King's Park,18.62777777777778
2024-01-03 11:00:00,Ta Kwu Ling,18.483333333333334
2024-01-03 11:00:00,Tai Mo Shan,6.344444444444444
2024-01-03 12:00:00,King's Park,18.79537037037037
2024-01-03 12:00:00,Ta Kwu Ling,18.73611111111111
2024-01-03 12:00:00,Tai Mo Shan,4.475925925925925
2024-01-03 13:00:00,King's Park,18.962962962962965
2024-01-03 13:00:00,Ta Kwu Ling,18.98888888888889
2024-01-03 13:00:00,Tai Mo Shan,2.6074074074074076
2024-01-03 14:00:00,King's Park,19.130555555555556
2024-01-03 14:00:00,Ta Kwu Ling,19.241666666666667
2024-01-03 14:00:00,Tai Mo Shan,0.7388888888888889
2024-01-03 15:00:00,King's Park,19.29814814814815
2024-01-03 15:00:00,Ta Kwu Ling,19.494444444444444
2024-01-03 15:00:00,Tai Mo Shan,-1.1296296296296298
2024-01-03 16:00:00,King's Park,19.465740740740742
2024-01-03 16:00:00,Ta Kwu Ling,19.747222222222224
2024-01-03 16:00:00,Tai Mo Shan,-2.9981481481481485
2024-01-03 17:00:00,King's Park,19.633333333333336
2024-01-03 17:00:00,Ta Kwu Ling,20.0
2024-01-03 17:00:00,Tai Mo Shan,-4.866666666666666
2024-01-03 18:00:00,King's Park,17.857142857142858
2024-01-03 18:00:00,Ta Kwu Ling,17.2
2024-01-03 18:00:00,Tai Mo Shan,-3.6285714285714286
2024-01-03 19:00:00,King's Park,16.84
2024-01-03 19:00:00,Ta Kwu Ling,15.24
2024-01-03 19:00:00,Tai Mo Shan,-4.68
2024-01-03 20:00:00,King's Park,16.185714285714287
2024-01-03 20:00:00,Ta Kwu Ling,14.37142857142857
2024-01-03 20:00:00,Tai Mo Shan,-5.014285714285714
2024-01-03 21:00:00,King's Park,15.580000000000002
2024-01-03 21:00:00,Ta Kwu Ling,13.7
2024-01-03 21:00:00,Tai Mo Shan,-4.68
2024-01-03 22:00:00,King's Park,15.028571428571428
2024-01-03 22:00:00,Ta Kwu Ling,13.0
2024-01-03 22:00:00,Tai Mo Shan,-4.4714285714285715
2024-01-03 23:00:00,King's Park,14.719999999999999
2024-01-03 23:00:00,Ta Kwu Ling,12.4
2024-01-03 23:00:00,Tai Mo Shan,-4.8
2024-01-04 00:00:00,King's Park,14.528571428571428
2024-01-04 00:00:00,Ta Kwu Ling,11.614285714285714
2024-01-04 00:00:00,Tai Mo Shan,-4.271428571428571
2024-01-04 01:00:00,King's Park,14.48
2024-01-04 01:00:00,Ta Kwu Ling,10.7
2024-01-04 01:00:00,Tai Mo Shan,-4.02
2024-01-04 02:00:00,King's Park,14.742857142857144
2024-01-04 02:00:00,Ta Kwu Ling,3.2142857142857144
2024-01-04 02:00:00,Tai Mo Shan,-4.0
2024-01-04 03:00:00,King's Park,14.459999999999999
2024-01-04 03:00:00,Ta Kwu Ling,-6.859999999999999
2024-01-04 03:00:00,Tai Mo Shan,-3.4799999999999995
2024-01-04 04:00:00,King's Park,14.257142857142856
2024-01-04 04:00:00,Ta Kwu Ling,-7.085714285714286
2024-01-04 04:00:00,Tai Mo Shan,-3.1571428571428575
2024-01-04 05:00:00,King's Park,14.26
2024-01-04 05:00:00,Ta Kwu Ling,-7.840000000000001
2024-01-04 05:00:00,Tai Mo Shan,-3.44
2024-01-04 06:00:00,King's Park,14.37142857142857
2024-01-04 06:00:00,Ta Kwu Ling,-8.657142857142857
2024-01-04 06:00:00,Tai Mo Shan,-3.5714285714285716
2024-01-04 07:00:00,King's Park,14.219999999999999
2024-01-04 07:00:00,Ta Kwu Ling,-9.98
2024-01-04 07:00:00,Tai Mo Shan,-3.9799999999999995
2024-01-04 08:00:00,King's Park,14.55
2024-01-04 08:00:00,Ta Kwu Ling,-9.925
2024-01-04 08:00:00,Tai Mo Shan,-4.025
2024-01-04 09:00:00,King's Park,14.996296296296297
2024-01-04 09:00:00,Ta Kwu Ling,-8.848148148148148
2024-01-04 09:00:00,Tai Mo Shan,-3.4703703703703708
2024-01-04 10:00:00,King's Park,15.442592592592593
2024-01-04 10:00:00,Ta Kwu Ling,-7.771296296296297
2024-01-04 10:00:00,Tai Mo Shan,-2.915740740740741
2024-01-04 11:00:00,King's Park,15.88888888888889
2024-01-04 11:00:00,Ta Kwu Ling,-6.694444444444445
2024-01-04 11:00:00,Tai Mo Shan,-2.361111111111111
2024-01-04 12:00:00,King's Park,16.335185185185185
2024-01-04 12:00:00,Ta Kwu Ling,-5.617592592592593
2024-01-04 12:00:00,Tai Mo Shan,-1.8064814814814816
2024-01-04 13:00:00,King's Park,16.78148148148148
2024-01-04 13:00:00,Ta Kwu Ling,-4.540740740740741
2024-01-04 13:00:00,Tai Mo Shan,-1.251851851851852
2024-01-04 14:00:00,King's Park,17.227777777777778
2024-01-04 14:00:00,Ta Kwu Ling,-3.4638888888888886
2024-01-04 14:00:00,Tai Mo Shan,-0.697222222222222
2024-01-04 15:00:00,King's Park,17.674074074074074
2024-01-04 15:00:00,Ta Kwu Ling,-2.387037037037037
2024-01-04 15:00:00,Tai Mo Shan,-0.14259259259259238
2024-01-04 16:00:00,King's Park,18.12037037037037
2024-01-04 16:00:00,Ta Kwu Ling,-1.3101851851851851
2024-01-04 16:00:00,Tai Mo Shan,0.4120370370370372
2024-01-04 17:00:00,King's Park,18.566666666666666
2024-01-04 17:00:00,Ta Kwu Ling,-0.23333333333333336
2024-01-04 17:00:00,Tai Mo Shan,0.9666666666666668
2024-01-04 18:00:00,King's Park,17.0
2024-01-04 18:00:00,Ta Kwu Ling,-0.24285714285714285
2024-01-04 18:00:00,Tai Mo Shan,0.7714285714285715
2024-01-04 19:00:00,King's Park,16.16
2024-01-04 19:00:00,Ta Kwu Ling,-0.42000000000000004
2024-01-04 19:00:00,Tai Mo Shan,0.96
2024-01-04 20:00:00,King's Park,15.700000000000001
2024-01-04 20:00:00,Ta Kwu Ling,-0.7714285714285715
2024-01-04 20:00:00,Tai Mo Shan,1.757142857142857
2024-01-04 21:00:00,King's Park,15.559999999999999
2024-01-04 21:00:00,Ta Kwu Ling,-0.3
2024-01-04 21:00:00,Tai Mo Shan,1.9600000000000002
2024-01-04 22:00:00,King's Park,15.428571428571429
2024-01-04 22:00:00,Ta Kwu Ling,-0.07142857142857142
2024-01-04 22:00:00,Tai Mo Shan,2.3285714285714287
2024-01-04 23:00:00,King's Park,15.36
2024-01-04 23:00:00,Ta Kwu Ling,1.3599999999999999
2024-01-04 23:00:00,Tai Mo Shan,1.4
2024-01-05 00:00:00,King's Park,15.37142857142857
2024-01-05 00:00:00,Ta Kwu Ling,7.414285714285714
2024-01-05 00:00:00,Tai Mo Shan,0.7714285714285715
2024-01-05 01:00:00,King's Park,15.24
2024-01-05 01:00:00,Ta Kwu Ling,12.919999999999998
2024-01-05 01:00:00,Tai Mo Shan,1.1199999999999999
2024-01-05 02:00:00,King's Park,15.485714285714286
2024-01-05 02:00:00,Ta Kwu Ling,12.771428571428572
2024-01-05 02:00:00,Tai Mo Shan,1.157142857142857
2024-01-05 03:00:00,King's Park,15.4
2024-01-05 03:00:00,Ta Kwu Ling,12.36
2024-01-05 03:00:00,Tai Mo Shan,1.48
2024-01-05 04:00:00,King's Park,15.357142857142858
2024-01-05 04:00:00,Ta Kwu Ling,12.442857142857141
2024-01-05 04:00:00,Tai Mo Shan,3.1714285714285713
2024-01-05 05:00:00,King's Park,15.540000000000001
2024-01-05 05:00:00,Ta Kwu Ling,13.180000000000001
2024-01-05 05:00:00,Tai Mo Shan,3.62
2024-01-05 06:00:00,King's Park,15.757142857142858
2024-01-05 06:00:00,Ta Kwu Ling,13.142857142857142
2024-01-05 06:00:00,Tai Mo Shan,4.2
2024-01-05 07:00:00,King's Park,15.9
2024-01-05 07:00:00,Ta Kwu Ling,13.4
2024-01-05 07:00:00,Tai Mo Shan,4.92
2024-01-05 08:00:00,King's Park,15.725
2024-01-05 08:00:00,Ta Kwu Ling,13.225
2024-01-05 08:00:00,Tai Mo Shan,5.425
2024-01-05 09:00:00,King's Park,16.29259259259259
2024-01-05 09:00:00,Ta Kwu Ling,14.148148148148147
2024-01-05 09:00:00,Tai Mo Shan,5.218518518518518
2024-01-05 10:00:00,King's Park,16.860185185185184
2024-01-05 10:00:00,Ta Kwu Ling,15.071296296296296
2024-01-05 10:00:00,Tai Mo Shan,5.012037037037037
2024-01-05 11:00:00,King's Park,17.427777777777777
2024-01-05 11:00:00,Ta Kwu Ling,15.994444444444444
2024-01-05 11:00:00,Tai Mo Shan,4.805555555555555
2024-01-05 12:00:00,King's Park,17.99537037037037
2024-01-05 12:00:00,Ta Kwu Ling,16.91759259259259
2024-01-05 12:00:00,Tai Mo Shan,4.599074074074074
2024-01-05 13:00:00,King's Park,18.562962962962963
2024-01-05 13:00:00,Ta Kwu Ling,17.84074074074074
2024-01-05 13:00:00,Tai Mo Shan,4.392592592592592
2024-01-05 14:00:00,King's Park,19.130555555555553
2024-01-05 14:00:00,Ta Kwu Ling,18.763888888888886
2024-01-05 14:00:00,Tai Mo Shan,4.186111111111111
2024-01-05 15:00:00,King's Park,19.698148148148146
2024-01-05 15:00:00,Ta Kwu Ling,19.687037037037037
2024-01-05 15:00:00,Tai Mo Shan,3.9796296296296294
2024-01-05 16:00:00,King's Park,20.26574074074074
2024-01-05 16:00:00,Ta Kwu Ling,20.610185185185184
2024-01-05 16:00:00,Tai Mo Shan,3.773148148148148
2024-01-05 17:00:00,King's Park,20.833333333333332
2024-01-05 17:00:00,Ta Kwu Ling,21.53333333333333
2024-01-05 17:00:00,Tai Mo Shan,3.5666666666666664
2024-01-05 18:00:00,King's Park,18.87142857142857
2024-01-05 18:00:00,Ta Kwu Ling,18.67142857142857
2024-01-05 18:00:00,Tai Mo Shan,3.1
2024-01-05 19:00:00,King's Park,17.740000000000002
2024-01-05 19:00:00,Ta Kwu Ling,16.419999999999998
2024-01-05 19:00:00,Tai Mo Shan,3.4
2024-01-05 20:00:00,King's Park,17.557142857142857
2024-01-05 20:00:00,Ta Kwu Ling,15.757142857142856
2024-01-05 20:00:00,Tai Mo Shan,2.8
2024-01-05 21:00:00,King's Park,17.380000000000003
2024-01-05 21:00:00,Ta Kwu Ling,15.62
2024-01-05 21:00:00,Tai Mo Shan,2.3600000000000003
2024-01-05 22:00:00,King's Park,16.814285714285713
2024-01-05 22:00:00,Ta Kwu Ling,14.785714285714286
2024-01-05 22:00:00,Tai Mo Shan,2.2857142857142856
2024-01-05 23:00:00,King's Park,16.54
2024-01-05 23:00:00,Ta Kwu Ling,14.14
2024-01-05 23:00:00,Tai Mo Shan,3.04
2024-01-06 00:00:00,King's Park,16.67142857142857
2024-01-06 00:00:00,Ta Kwu Ling,13.62857142857143
2024-01-06 00:00:00,Tai Mo Shan,6.357142857142857
2024-01-06 01:00:00,King's Park,16.54
2024-01-06 01:00:00,Ta Kwu Ling,13.319999999999999
2024-01-06 01:00:00,Tai Mo Shan,10.559999999999999
2024-01-06 02:00:00,King's Park,16.885714285714283
2024-01-06 02:00:00,Ta Kwu Ling,13.185714285714285
2024-01-06 02:00:00,Tai Mo Shan,11.428571428571429
2024-01-06 03:00:00,King's Park,16.54
2024-01-06 03:00:00,Ta Kwu Ling,12.8
2024-01-06 03:00:00,Tai Mo Shan,11.360000000000001
2024-01-06 04:00:00,King's Park,16.257142857142856
2024-01-06 04:00:00,Ta Kwu Ling,12.442857142857141
2024-01-06 04:00:00,Tai Mo Shan,11.328571428571427
2024-01-06 05:00:00,King's Park,15.959999999999999
2024-01-06 05:00:00,Ta Kwu Ling,12.1
2024-01-06 05:00:00,Tai Mo Shan,11.8
2024-01-06 06:00:00,King's Park,15.771428571428572
2024-01-06 06:00:00,Ta Kwu Ling,11.885714285714286
2024-01-06 06:00:00,Tai Mo Shan,11.828571428571427
2024-01-06 07:00:00,King's Park,15.679999999999998
2024-01-06 07:00:00,Ta Kwu Ling,11.7
2024-01-06 07:00:00,Tai Mo Shan,11.6
2024-01-06 08:00:00,King's Park,16.25
2024-01-06 08:00:00,Ta Kwu Ling,12.2
2024-01-06 08:00:00,Tai Mo Shan,11.575
2024-01-06 09:00:00,King's Park,16.814814814814813
2024-01-06 09:00:00,Ta Kwu Ling,13.462962962962962
2024-01-06 09:00:00,Tai Mo Shan,12.303703703703704
2024-01-06 10:00:00,King's Park,17.37962962962963
2024-01-06 10:00:00,Ta Kwu Ling,14.725925925925925
2024-01-06 10:00:00,Tai Mo Shan,13.032407407407407
2024-01-06 11:00:00,King's Park,17.944444444444443
2024-01-06 11:00:00,Ta Kwu Ling,15.988888888888889
2024-01-06 11:00:00,Tai Mo Shan,13.761111111111111
2024-01-06 12:00:00,King's Park,18.50925925925926
2024-01-06 12:00:00,Ta Kwu Ling,17.251851851851853
2024-01-06 12:00:00,Tai Mo Shan,14.489814814814814
2024-01-06 13:00:00,King's Park,19.074074074074073
2024-01-06 13:00:00,Ta Kwu Ling,18.514814814814812
2024-01-06 13:00:00,Tai Mo Shan,15.218518518518518
2024-01-06 14:00:00,King's Park,19.63888888888889
2024-01-06 14:00:00,Ta Kwu Ling,19.77777777777778
2024-01-06 14:00:00,Tai Mo Shan,15.947222222222223
2024-01-06 15:00:00,King's Park,20.203703703703702
2024-01-06 15:00:00,Ta Kwu Ling,21.04074074074074
2024-01-06 15:00:00,Tai Mo Shan,16.675925925925924
2024-01-06 16:00:00,King's Park,20.76851851851852
2024-01-06 16:00:00,Ta Kwu Ling,22.303703703703704
2024-01-06 16:00:00,Tai Mo Shan,17.40462962962963
2024-01-06 17:00:00,King's Park,21.333333333333332
2024-01-06 17:00:00,Ta Kwu Ling,23.566666666666666
2024-01-06 17:00:00,Tai Mo Shan,18.133333333333333
2024-01-06 18:00:00,King's Park,19.62857142857143
2024-01-06 18:00:00,Ta Kwu Ling,20.385714285714283
2024-01-06 18:00:00,Tai Mo Shan,15.457142857142857
2024-01-06 19:00:00,King's Park,18.32
2024-01-06 19:00:00,Ta Kwu Ling,17.96
2024-01-06 19:00:00,Tai Mo Shan,13.719999999999999
2024-01-06 20:00:00,King's Park,18.185714285714287
2024-01-06 20:00:00,Ta Kwu Ling,16.928571428571427
2024-01-06 20:00:00,Tai Mo Shan,13.6
2024-01-06 21:00:00,King's Park,18.64
2024-01-06 21:00:00,Ta Kwu Ling,16.84
2024-01-06 21:00:00,Tai Mo Shan,13.52
2024-01-06 22:00:00,King's Park,18.400000000000002
2024-01-06 22:00:00,Ta Kwu Ling,16.52857142857143
2024-01-06 22:00:00,Tai Mo Shan,13.142857142857142
2024-01-06 23:00:00,King's Park,18.16
2024-01-06 23:00:00,Ta Kwu Ling,16.3
2024-01-06 23:00:00,Tai Mo Shan,12.940000000000001
2024-01-07 00:00:00,King's Park,17.485714285714288
2024-01-07 00:00:00,Ta Kwu Ling,15.814285714285715
2024-01-07 00:00:00,Tai Mo Shan,12.871428571428572
2024-01-07 01:00:00,King's Park,18.06
2024-01-07 01:00:00,Ta Kwu Ling,15.940000000000001
2024-01-07 01:00:00,Tai Mo Shan,13.1
2024-01-07 02:00:00,King's Park,18.114285714285714
2024-01-07 02:00:00,Ta Kwu Ling,16.37142857142857
2024-01-07 02:00:00,Tai Mo Shan,13.385714285714286
2024-01-07 03:00:00,King's Park,18.46
2024-01-07 03:00:00,Ta Kwu Ling,16.64
2024-01-07 03:00:00,Tai Mo Shan,13.24
2024-01-07 04:00:00,King's Park,18.228571428571428
2024-01-07 04:00:00,Ta Kwu Ling,16.6
2024-01-07 04:00:00,Tai Mo Shan,12.957142857142857
2024-01-07 05:00:00,King's Park,17.48
2024-01-07 05:00:00,Ta Kwu Ling,15.780000000000001
2024-01-07 05:00:00,Tai Mo Shan,12.1
2024-01-07 06:00:00,King's Park,16.657142857142855
2024-01-07 06:00:00,Ta Kwu Ling,14.757142857142856
2024-01-07 06:00:00,Tai Mo Shan,11.042857142857143
2024-01-07 07:00:00,King's Park,16.52
2024-01-07 07:00:00,Ta Kwu Ling,14.219999999999999
2024-01-07 07:00:00,Tai Mo Shan,10.940000000000001
2024-01-07 08:00:00,King's Park,17.125
2024-01-07 08:00:00,Ta Kwu Ling,14.675
2024-01-07 08:00:00,Tai Mo Shan,10.925
2024-01-07 09:00:00,King's Park,17.492592592592594
2024-01-07 09:00:00,Ta Kwu Ling,15.603703703703705
2024-01-07 09:00:00,Tai Mo Shan,11.377777777777778
2024-01-07 10:00:00,King's Park,17.860185185185184
2024-01-07 10:00:00,Ta Kwu Ling,16.53240740740741
2024-01-07 10:00:00,Tai Mo Shan,11.830555555555556
2024-01-07 11:00:00,King's Park,18.227777777777778
2024-01-07 11:00:00,Ta Kwu Ling,17.461111111111112
2024-01-07 11:00:00,Tai Mo Shan,12.283333333333333
2024-01-07 12:00:00,King's Park,18.59537037037037
2024-01-07 12:00:00,Ta Kwu Ling,18.389814814814812
2024-01-07 12:00:00,Tai Mo Shan,12.73611111111111
2024-01-07 13:00:00,King's Park,18.962962962962962
2024-01-07 13:00:00,Ta Kwu Ling,19.318518518518516
2024-01-07 13:00:00,Tai Mo Shan,13.18888888888889
2024-01-07 14:00:00,King's Park,19.330555555555556
2024-01-07 14:00:00,Ta Kwu Ling,20.24722222222222
2024-01-07 14:00:00,Tai Mo Shan,13.641666666666667
2024-01-07 15:00:00,King's Park,19.69814814814815
2024-01-07 15:00:00,Ta Kwu Ling,21.175925925925924
2024-01-07 15:00:00,Tai Mo Shan,14.094444444444445
2024-01-07 16:00:00,King's Park,20.06574074074074
2024-01-07 16:00:00,Ta Kwu Ling,22.104629629629628
2024-01-07 16:00:00,Tai Mo Shan,14.547222222222222
2024-01-07 17:00:00,King's Park,20.433333333333334
